Index	SL336366	SL336367	SL336368	SL336369	SL343329	SL343330	SL343331	SL343332	SL343333	SL343334	SL343335	SL343336	SL343337	SL343338	SL343339	SL343340	SL343341	SL343342	SL343343	SL343344	SL343345	SL343346	SL343347	SL343348	SL343349	SL343350	SL343351	SL343352	SL343353	SL343354	SL343355	SL343356	SL343357	SL343358	SL343359	SL343360	SL343361	SL343362	SL343363	SL343364	SL343365	SL343366	SL343367	SL343368	SL343369	SL343370	SL343371	SL343372	SL343373	SL343374	SL343375	SL343376	SL343377	SL343378	SL343379	SL343380	SL343381	SL343382	SL343383	SL343384	SL343385	SL343386	SL343387	SL343388	SL343389	SL343390	SL343391	SL343392	SL343393	SL343394	SL343395	SL343396	SL343502	SL343503	SL343504	SL343505	SL343506	SL343507	SL343508	SL343509	SL343510	SL343511	SL343512	SL343513	SL343514	SL343515	SL343516	SL357350	SL357351	SL357352	SL357353	SL357354	SL357355	SL357356	SL357357	SL357358	SL357359	SL357360	SL357361	SL357362	SL357363	SL357364	SL357365	SL357366	SL357367	SL357368	SL357369	SL357370	SL357371	SL357372	SL357373	SL357374	SL357375	SL357376	SL357377	SL357378	SL357379	SL357380	SL357381	SL357382	SL357383	SL357385	SL357386	SL357387	SL357388	SL357389	SL357390	SL357391	SL357392	SL357393	SL357394	SL357395	SL357396	SL357397	SL357398	SL357400	SL357401	SL357402	SL357403	SL357404	SL357405	SL357406	SL357407	SL357408	SL357409	SL357410	SL357411	SL357412	SL357413	SL357414	SL357415	SL357416	SL357417	SL357418	SL357419	SL357420	SL357421	SL357422	SL357423	SL357424	SL357425	SL357426	SL357427	SL357428	SL357429	SL357430	SL357431	SL357432	SL357433	SL357434	SL357435	SL357436	SL357437	SL357438	SL357439	SL357440	SL357441
g__Clostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.16019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05093	0.0	0.14562	0.70524	0.0	0.0	0.0	0.0	0.0	0.0	0.67533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05173	0.22653	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00522	0.0	0.0	0.0	0.03587	0.0	0.01096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59649	0.0	0.00621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Comamonas	0.0	0.0	0.0	0.22982	0.18071	0.38033	0.23156	0.0	0.0	0.2522	0.02213	0.09693	0.03863	0.0	0.0	0.0	0.04532	0.12585	0.16994	0.05057	1.32396	0.2178	0.0	0.04955	0.13614	0.06268	0.35427	0.01332	0.08758	0.31703	0.16438	0.162	0.0	0.0	0.24253	0.22619	0.92321	0.08953	0.0	0.2227	0.157	0.22712	0.0	0.0	0.0	0.11884	0.12289	0.18279	0.31259	0.2232	0.10194	0.28512	0.10548	0.08716	0.18499	0.0	0.0	0.70525	0.19155	0.16019	0.48719	0.0	0.0	0.0	0.37942	0.07057	0.12908	0.24522	0.16818	0.07584	0.42877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43039	0.0	0.0	0.14644	0.0	0.2839	0.17616	0.11167	0.0	0.0	0.0	0.0	0.0	0.76485	0.0	0.0	0.0	0.0	0.0	0.0	0.17488	1.41	0.0	0.0	0.0	0.32089	0.0	0.0	0.0	0.0	0.0	0.24441	5.72462	0.0	0.15511	0.0	0.0	0.33673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23319	0.23753	0.0	0.0	0.0	0.10886	0.0	0.0	0.0	0.29546	0.0	1.082	0.18808	0.18522	0.13015	0.07367	0.04779	0.0	1.02678	5.84956	0.0	0.0	0.0	1.13018	0.13983	0.03596	0.66209	0.08785	0.41648	0.18251	0.0	0.42583	0.0	0.0	0.0	0.17318	0.0	0.0	0.35289	0.64828	0.0	1.46089	0.0	0.0	0.08401	0.0	0.04051	0.50783	0.0	0.0
g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Corynebacterium	2.73868	0.0	1.16516	0.0	2.58038	0.0	3.71616	2.15373	2.78697	4.33097	3.6478	1.70165	2.9678	4.15404	0.0	2.36234	4.09121	4.41505	2.15262	5.60363	1.64411	1.38799	4.35973	3.86042	1.12129	3.0892	2.33072	4.29577	2.83098	1.21241	3.67723	2.68942	3.49865	4.61615	0.0	4.33095	4.95077	2.70313	2.76197	5.10701	1.70529	8.60927	2.87575	2.06385	4.4485	0.0	5.02791	0.72415	4.23965	4.13304	7.31328	2.74821	6.76487	3.21671	2.51334	0.01352	2.57466	0.97075	6.69385	1.8114	3.14324	1.53761	1.98244	1.92817	1.01166	6.3829	1.35644	3.12854	3.69642	4.38758	3.40835	2.82878	0.32582	1.13676	2.85211	0.0	0.12308	0.01005	0.0	0.0	5.41464	0.07352	0.0	0.0	0.75707	0.0	0.0	0.77553	0.0	1.14626	0.0	0.0	0.0	0.0	0.0	0.0	0.07193	0.0	0.0	59.75498	0.0	1.34552	1.27275	0.0	0.0	0.07022	0.0	0.0	0.35132	0.0	1.04395	0.0	0.0	0.26623	0.34897	0.0	0.19759	0.0	0.09156	0.0	0.0	0.0	4.83696	8.68879	0.0	0.0	0.0	2.90213	2.47277	0.0	0.0	0.0	0.85687	1.18592	0.0	0.0	0.24826	0.0	0.0	0.0909	0.06103	0.45588	0.54514	0.32588	0.39799	0.96891	2.79634	18.17984	4.37722	0.0	0.0	3.20153	3.00037	0.66891	0.0	14.84132	18.12311	0.14069	0.0	0.0	0.0	0.0	0.0	0.54433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41475	1.63281	1.03566	0.01947	0.13481	0.0
g__Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87106	0.0	0.0	0.0	0.0	0.26578	0.26143	0.2858	0.40137	0.0	0.0	0.14592	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Cupriavidus	0.0	0.0	0.0	0.31417	0.0	3.53046	0.0	0.28272	0.0	0.0	0.0	0.07207	0.26944	0.0	4.09752	0.0	0.16873	0.0251	0.0	0.0	0.0	0.0	0.06867	0.27273	0.2782	0.0	0.37099	0.0	0.0	0.0	0.0	0.23467	0.05107	0.065	2.58749	0.10271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26572	0.13275	4.27213	0.0	0.13026	0.0	0.19713	0.0	0.0	0.0	0.11873	0.0	3.60023	1.25817	0.0	0.0	0.0	0.0	0.0	0.21194	0.24262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18382	0.92896	0.0	0.61888	0.0	5.96131	0.0	1.01127	0.0	0.0	0.19338	3.67643	4.30134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31394	3.56484	0.43266	0.0	0.0	0.06037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96799	8.28284	0.0	0.0	0.0	0.0	0.0	0.0	0.62803	0.48698	3.00838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15275	7.21634	2.44305	0.0	0.0	0.0	0.0	0.0	0.0	0.46239	0.0	0.0	6.50874	2.29959	0.0	0.0	0.0	0.0	0.0	0.0	0.39363	0.26166	4.85661	0.0	1.93064	1.03816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93748	0.0	0.0	1.21031	0.0	0.0	0.0	0.0	0.0	0.0	0.03757	0.0	0.41209	0.0	0.54825	1.56754
g__Curtobacterium	0.52772	0.0	0.27124	0.0	0.0	0.0	0.0	0.0	0.0	0.00326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01392	0.0	0.05501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01201	0.02295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1814	0.10684	0.10249	0.0	0.02603	0.0575	0.0	3.39922	0.0	1.16758	0.15799	0.0	1.1045	0.0	0.0	0.47542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0052	0.26168	0.06371	0.0	0.02569	0.0765	0.0	0.0	0.0	0.11511	0.63284	0.2246	0.42494	1.14514	0.3351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01707	0.0	0.23271	0.0	0.0	0.0	0.0	0.0	0.07109	0.0	0.0	0.20761	0.0	0.55025	0.0	0.11618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23429	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01087	0.0	0.0	0.39541	0.21742	0.0
g__Curvibacter	0.55873	0.0	2.15511	0.61211	0.38167	14.19211	0.27973	0.80011	0.57623	0.0	0.0	0.22228	0.80344	0.31133	9.27734	0.32896	0.25716	0.07225	0.0	0.0	0.0	0.0	0.38604	0.52832	1.12508	0.36859	1.33659	0.06705	0.0	0.0	0.0	0.32885	0.28196	0.13456	8.98847	0.11426	0.33611	0.01272	0.0	0.0	0.0	0.0	0.36604	0.0	0.24034	14.65367	0.19197	0.42787	1.06992	0.11006	0.0	0.0	0.0	0.06364	0.0	7.59361	1.95675	0.18611	0.0	0.26746	0.0	0.0	0.61259	1.63729	0.31133	0.0	0.0	0.0	0.0	0.0	0.0	0.22794	0.0	0.53059	0.34299	2.18869	0.15276	0.27794	0.0	9.53821	0.0	2.56618	0.12296	0.09445	0.59432	12.37043	11.55719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95266	8.06729	0.76711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.82164	8.78654	0.0	0.0	0.0	0.0	0.0	0.0	1.76022	1.77874	4.57696	0.13607	0.0	0.0	0.0	0.0	0.0	0.86373	5.31885	11.30684	8.3661	0.0	0.0	0.0	0.0	0.0	0.0	1.53143	0.0	0.0	16.02768	8.08704	0.0	0.0	0.0	0.0	0.0	0.0	0.66436	0.0	6.27541	0.0	2.7199	2.67306	0.01525	0.0	0.0	0.0	0.0	0.0	0.39055	4.49472	7.10737	0.0	7.55798	3.31302	0.0	0.0	0.0	0.0	0.0	0.0	0.41395	0.25738	0.62126	0.0	0.81062	1.74884
g__Debaryomyces	0.0	0.0	0.0	0.0	0.03196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Debaryomycetaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0951	0.12927	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Deinococcus	24.66827	28.94233	19.16737	32.9439	0.30297	0.0	0.0	0.17397	0.0	0.10571	0.11133	1.27981	0.34006	0.48782	0.0	0.18975	0.07598	0.09043	2.56431	0.0318	0.75685	0.82162	0.47308	0.09347	1.19836	0.23647	0.77959	0.13397	0.16518	0.94349	0.10335	0.71299	0.09129	0.05759	0.45745	0.09481	2.03154	0.05629	0.17401	0.16802	0.5429	0.64257	0.22908	0.54702	0.06239	0.0	0.34769	0.0	2.26015	3.92926	0.17091	0.11951	0.29842	0.1644	1.08554	0.0	0.3484	0.66511	0.40145	3.02144	0.9955	0.06508	0.58485	0.32775	0.59387	0.70989	3.08397	1.54172	0.047	0.06358	0.46213	0.27233	5.39618	2.39215	1.68188	1.99366	1.4861	10.76757	4.29445	0.54119	6.42843	4.88358	7.54991	5.71892	9.28183	0.77529	0.98296	14.51359	0.0	1.14538	0.0	6.17077	1.5388	0.0	17.50803	26.29413	14.49063	16.82396	1.80752	7.03688	23.80887	1.33747	1.65857	25.68251	22.73042	63.49706	50.76465	6.41565	16.14283	2.52676	3.99534	5.03887	0.0	8.32186	16.30076	21.18402	14.18438	22.72227	18.27938	10.16745	26.32457	0.0	1.39491	0.48297	81.93467	63.7128	28.9864	1.17288	0.37335	16.89019	12.99278	25.16121	1.16352	1.50295	0.0	0.0	0.61921	65.44382	0.68028	0.11825	0.54345	3.31404	0.58666	1.00367	0.79391	17.43007	13.9229	15.80529	31.04836	0.49189	1.21811	0.87917	0.40698	1.561	0.5523	3.05495	3.74837	8.97325	9.90601	49.47571	3.06199	0.18179	0.21776	1.98484	11.61386	13.31237	13.45038	8.7101	8.26642	19.33797	5.73258	2.39458	7.13397	0.20376	24.58475	3.77956	0.0
g__Delftia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00748	0.0	0.0	0.0	0.28127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16489	0.0	0.0	0.0	0.0	0.0	0.0	0.08675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Dermabacteraceae_unclassified	0.0	0.0	0.0	0.0	0.87619	0.0	0.0	0.0	0.08477	0.0	0.35563	0.23741	1.86072	0.2313	0.0	0.05249	0.0	0.0	2.59073	0.45992	1.74886	3.4519	0.77977	0.15438	3.36464	0.55732	0.0	0.13304	0.52362	0.9702	0.35266	0.0	0.0	0.24723	0.0	0.51491	2.5268	0.0	0.3668	0.87594	1.24153	0.13502	0.69577	0.0	0.0	0.0	0.11174	0.43786	0.07058	1.89887	0.0	1.13777	0.22448	0.1465	2.14018	0.0	2.12899	1.2083	0.97135	1.08475	1.64354	0.0	0.59748	1.98147	0.12526	0.0	5.26473	0.0	0.05032	0.01095	2.08151	0.80922	0.6041	0.75072	1.93957	1.9058	1.49308	2.20957	4.34499	0.0	0.0	0.02526	0.0	0.01253	2.41362	0.42085	0.0	0.0	0.0	0.71277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4678	3.10755	1.44003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29961	0.0	0.0	0.0	0.07334	0.38689	0.0	0.0	0.0	0.0	0.0	0.0	1.52394	0.0	0.0	1.20133	0.0	0.0	0.0	0.0	0.0	0.33332	0.0	0.0	0.0	0.0	0.0	0.59074	1.02229	0.18258	0.0	0.0	0.0381	0.0	0.0	0.0	0.0	0.43882	0.0	0.54265	0.0	0.29238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32983	0.32724	0.0	0.0	0.0	0.34024	0.42629	0.0	4.01631	3.01037	0.0
g__Dermatophilaceae_unclassified	1.90609	9.63347	5.65488	3.1261	0.49162	0.51735	0.62995	0.75279	0.29261	0.6861	0.12044	0.52741	1.26125	0.0	6.32352	0.0	0.0	0.09782	3.58305	0.61915	1.53512	1.77759	0.19191	0.13481	1.85192	1.27901	1.20476	0.36232	0.11913	0.7851	0.67078	0.22037	0.29627	0.99669	0.98971	0.20512	0.6279	0.12178	1.31769	0.54528	2.88304	1.54468	0.0	0.67628	0.0	0.6466	0.66866	0.99455	0.42521	5.26256	0.18488	0.90494	1.14781	0.94847	1.00654	3.6016	1.2563	0.95932	0.34742	3.70428	1.82244	0.2816	1.47623	0.94546	1.28485	0.09599	4.21406	3.002	0.25419	0.13755	0.66656	1.76755	1.16748	1.07079	2.33923	1.72533	0.97431	4.90441	3.27924	4.68355	2.45437	2.51566	1.5936	0.0	4.63419	2.1566	2.12666	6.5171	0.0	3.71708	0.0	10.01297	4.16155	0.0	0.0	1.53752	3.48343	0.29593	0.09777	0.23788	6.57589	0.60284	0.85437	1.79241	5.23788	0.0	0.0	2.46266	3.56382	0.99395	0.0	3.11478	0.0	0.0	0.0	5.09247	3.66427	3.74951	1.25549	11.97336	0.43767	0.0	1.72453	0.26123	0.0	3.67585	3.62802	0.76127	0.0	1.21808	6.13315	3.88836	6.36729	3.84288	0.0	0.0	0.93777	0.0	1.4718	0.38376	0.0	1.50482	0.80163	1.9503	0.82671	2.79337	3.41011	7.07487	9.37312	3.19266	3.95313	0.19021	0.29351	6.5294	1.07543	3.39916	3.14458	10.27793	2.89621	0.0	0.0	4.12969	6.12471	0.0	0.0	1.92011	9.7001	3.14076	31.79491	0.67481	3.10065	0.91425	1.73422	0.44084	2.07233	1.93279	0.0
g__Dialister	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52508	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02596	0.0	0.02519	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
