Index	SL336366	SL336367	SL336368	SL336369	SL343329	SL343330	SL343331	SL343332	SL343333	SL343334	SL343335	SL343336	SL343337	SL343338	SL343339	SL343340	SL343341	SL343342	SL343343	SL343344	SL343345	SL343346	SL343347	SL343348	SL343349	SL343350	SL343351	SL343352	SL343353	SL343354	SL343355	SL343356	SL343357	SL343358	SL343359	SL343360	SL343361	SL343362	SL343363	SL343364	SL343365	SL343366	SL343367	SL343368	SL343369	SL343370	SL343371	SL343372	SL343373	SL343374	SL343375	SL343376	SL343377	SL343378	SL343379	SL343380	SL343381	SL343382	SL343383	SL343384	SL343385	SL343386	SL343387	SL343388	SL343389	SL343390	SL343391	SL343392	SL343393	SL343394	SL343395	SL343396	SL343502	SL343503	SL343504	SL343505	SL343506	SL343507	SL343508	SL343509	SL343510	SL343511	SL343512	SL343513	SL343514	SL343515	SL343516	SL357350	SL357351	SL357352	SL357353	SL357354	SL357355	SL357356	SL357357	SL357358	SL357359	SL357360	SL357361	SL357362	SL357363	SL357364	SL357365	SL357366	SL357367	SL357368	SL357369	SL357370	SL357371	SL357372	SL357373	SL357374	SL357375	SL357376	SL357377	SL357378	SL357379	SL357380	SL357381	SL357382	SL357383	SL357385	SL357386	SL357387	SL357388	SL357389	SL357390	SL357391	SL357392	SL357393	SL357394	SL357395	SL357396	SL357397	SL357398	SL357400	SL357401	SL357402	SL357403	SL357404	SL357405	SL357406	SL357407	SL357408	SL357409	SL357410	SL357411	SL357412	SL357413	SL357414	SL357415	SL357416	SL357417	SL357418	SL357419	SL357420	SL357421	SL357422	SL357423	SL357424	SL357425	SL357426	SL357427	SL357428	SL357429	SL357430	SL357431	SL357432	SL357433	SL357434	SL357435	SL357436	SL357437	SL357438	SL357439	SL357440	SL357441
g__Kingella	0.0	0.0	0.0	0.0	0.01803	0.0	0.0	0.0	0.0	0.09506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02699	0.0	0.0	0.0	0.00878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12901	0.0	0.04889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Klebsiella	0.0	0.0	0.10135	0.29923	0.0	0.02496	0.0	0.0	0.02472	0.31103	0.0	0.01067	0.03465	0.0	0.0	0.0	0.01044	0.05718	0.02011	0.07145	0.0	0.0	0.01536	0.05883	0.0	0.11329	0.31401	0.07045	0.0	0.0136	0.05382	0.0	0.10042	0.0	0.0	0.04046	0.0	0.03865	0.0	0.348	0.0	0.04724	0.02139	0.61915	0.04603	0.04265	0.08847	0.0	0.0	0.0	0.0676	0.08226	0.07794	0.17078	0.01394	0.39588	0.0	0.0	0.10688	0.07116	1.21985	0.0	0.0	0.07415	0.0	0.18417	0.0	0.0	0.00866	0.0	0.21054	0.22318	0.0	0.0	19.98434	0.0	0.0	0.0	0.0	0.0	0.13488	0.0	0.0	0.0	0.0	0.74358	0.5558	0.0	0.0	2.5756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58838	0.083	0.0	0.03838	0.14285	0.77573	0.0	0.38613	0.0	0.0	0.2013	0.18015	0.0	0.0	1.00952	0.0	0.0	0.0	0.61227	0.0	0.03298	0.0	0.0	0.0	0.0	0.0	0.38238	0.0	0.0	0.57335	0.0	0.0	0.0339	2.48562	0.0	0.29769	0.0	0.0	0.01349	1.1299	0.0	0.0	0.0	0.0	34.19626	32.51013	21.61794	25.49595	0.0	0.14548	0.13305	0.17881	0.0	0.0	0.18852	0.16666	0.0	0.02429	0.0161	0.14513	1.10453	0.32362	0.0	0.0	0.0	0.0	0.0	0.0	0.03944	0.0	0.0	0.0	0.0	0.0	0.0874	0.17564	0.45077	0.08759	0.0	0.0
g__Kocuria	38.17528	0.0	0.0	0.20884	0.64442	0.0	0.89574	1.1134	1.02014	0.82864	0.5075	1.07769	1.34277	0.3503	0.0	0.27204	0.31358	0.60434	14.62742	1.71391	6.28435	8.5244	0.63262	0.55302	13.30502	1.41908	2.68954	0.59377	0.44329	7.55907	1.23446	0.84743	0.93234	2.41544	0.0	1.03339	3.37693	0.58328	2.35912	0.68438	13.22376	1.71999	1.10453	0.89943	0.27572	0.0	0.61888	0.87642	2.83005	17.8738	1.02224	0.38236	1.05033	1.27547	8.90641	0.05129	1.24743	4.90846	1.60933	21.48547	5.88415	0.95377	2.03511	1.03933	6.11664	1.48628	17.42687	2.05696	0.4618	0.41552	0.55742	0.76337	19.5003	5.57983	26.6421	40.9277	21.5276	28.00317	22.0119	0.51954	1.61473	4.40804	11.04499	1.19858	2.68286	0.19891	0.0	1.7214	0.0	0.10181	0.0	2.36828	0.29418	0.0	0.0	9.78986	0.13406	0.0	0.1826	0.15429	0.0	0.38041	0.3475	4.48863	1.04774	0.0	1.82473	0.0	0.0	0.0	0.0	1.79436	0.0	0.0	0.0	1.33436	0.79935	0.5424	0.46206	0.28852	65.42452	0.0	0.35704	0.1389	0.0	0.0	1.44462	0.0	0.0	0.6267	0.07151	0.0	0.4235	0.21607	0.0	0.0	0.16385	0.0	0.0	0.0	0.04059	0.23628	0.1335	0.10941	0.1768	2.31357	3.03778	5.83544	6.69603	3.03926	9.57904	0.66386	1.08672	0.14753	34.06786	0.35166	0.42369	0.36568	0.35536	0.0	0.0	0.0	0.0	0.0	0.0	0.09956	0.0	0.0	0.0	0.0	0.47614	1.45523	2.01903	0.22548	0.53861	0.25864	0.0
g__Kytococcus	0.0	0.0	0.0	0.0	0.13371	0.0	0.05584	0.08269	0.10452	1.38764	0.17435	0.49704	0.38784	0.14783	0.0	0.16947	0.18638	0.32152	0.63808	1.04731	0.49388	0.19896	1.92841	0.101	0.41974	0.21905	0.28238	0.29489	0.20429	0.3737	1.17712	0.58006	0.38479	0.8986	0.0	1.18786	0.57549	0.11673	1.17176	0.2847	0.6369	0.42035	1.98166	0.25736	0.36897	0.0	0.18979	0.0	0.74639	0.38166	0.2236	0.20106	0.30364	0.13379	0.60793	0.0	5.33868	0.36367	0.44104	0.55864	0.19196	0.18963	0.5072	0.12202	0.18127	0.39418	0.4793	1.61817	0.34175	0.23476	0.42909	0.2788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02491	0.13825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09951	1.83542	0.93866	0.0	0.0	0.04993	0.09687	0.0	0.0	1.49365	0.80106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08356	0.0	0.02862	0.0	0.0	0.0
g__Lachnoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lachnospiraceae_noname	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lactobacillus	0.88095	0.0	0.72742	1.15039	0.09354	0.0	0.0	0.0	0.07758	0.75953	0.0016	0.0	0.37328	0.0	0.0	0.0	0.03262	0.05802	0.08725	0.06307	0.0	0.4056	0.25819	0.0582	0.0	0.01714	0.39216	0.04953	0.06938	0.0	0.0	0.0	0.06784	0.01181	0.0	0.22616	0.18667	0.018	0.0	0.11847	0.0	0.34893	0.0	0.0	0.03586	0.0	0.04217	0.0	0.09293	0.14091	0.17767	0.0	0.5019	0.12364	0.10358	0.0	0.0	0.0	0.13499	0.15965	0.09397	0.0	0.0	0.0	0.0	0.51716	0.0	0.0	0.03951	0.04895	0.53024	0.04909	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.08003	0.0	0.0	0.0	0.0	0.0	0.3263	0.11692	0.03912	2.39393	1.0981	0.0	0.0	0.01802	1.03681	5.65288	0.0	0.0	0.56657	0.28466	0.0	0.0	0.0	0.0	0.0	0.0	0.71236	0.01222	0.93586	0.83299	0.85055	0.10934	0.0	0.0	0.0	0.0	0.0	1.70131	0.66018	0.0	0.0	0.32177	0.18005	0.22165	0.16569	0.0	0.0	0.7611	0.0	0.0	0.0	0.35849	0.1051	0.31317	0.15597	0.25436	0.0	0.0	0.0	0.0	0.0	0.0	1.35529	1.38497	0.06675	0.13208	4.75405	2.13031	0.0	0.32279	0.0	0.0	0.0	0.0	0.0	0.0	1.95131	1.81315	0.19445	0.0	0.0	0.0	0.28589	0.26896	0.08723	0.0	0.05216	0.0
g__Lactococcus	0.0	0.0	0.0	0.0	0.18079	0.0	0.03014	0.0	0.0	0.19383	0.05238	0.0	0.18225	0.0	0.0	0.0	0.016	0.02319	0.13882	0.0454	0.0	0.12689	0.03918	0.39064	0.0	0.0	0.19694	0.02391	0.0	0.0	0.00729	0.0	0.09504	0.0	0.0	0.0	0.04114	0.06507	0.0	2.9911	0.0	0.67374	0.01992	0.0	0.0	0.0	0.03883	0.0	0.06038	0.0	0.19406	0.0	0.46294	0.03813	0.01094	0.0	0.0	0.0	0.91173	0.0	0.03814	0.0217	0.0	0.0	0.0	1.14816	0.0	0.0	0.18765	0.10944	0.03181	0.1259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lautropia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1265	0.0	0.0	0.04248	0.0	0.0	0.0	0.05012	0.0	0.0	0.11217	0.0	0.0	0.01131	0.0	0.0	0.36849	0.0	0.17291	0.0	0.0	0.0	0.0	0.0	0.06132	0.0	0.0	0.0	0.0	0.0	0.05078	0.0	0.08254	0.0	0.04709	0.0	0.0	0.0	0.0	0.0	0.0	0.10173	0.0	0.0	0.0	0.16411	0.0	0.0	0.0	0.0	0.0	0.01	0.01989	0.0	0.0	0.0	0.00839	0.0	0.0	0.04514	0.0	0.0	0.01283	2.75534	0.2013	0.0	0.0	0.0	0.0	0.0	0.0	1.54938	0.0	0.0	0.0	0.19426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1178	0.0	0.0	0.03314	0.0	0.0	0.16857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17634	0.06752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22401	0.21904	0.0	0.0	0.0	0.0	0.72109	0.0	0.0	0.0	0.0	0.0	2.98174	0.57912	0.0	0.0	0.0	0.0	0.0	0.0	0.02543	0.0	0.01158	0.0	0.06914	0.0
g__Leifsonia	0.0	2.20512	0.0	0.99976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08664	0.0	0.0	0.0	0.0	0.0	0.39092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29598	0.06455	0.0	0.0	0.0	0.0	0.0	0.17679	0.0	0.0	0.0	0.24656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06789	0.0	0.0	0.0	0.48816	0.0	1.70876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49374	0.0	0.64479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.50474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03477	0.0	0.0	0.0	0.0	0.10892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9143	0.0	0.0	0.0	0.0	0.0	0.26085	0.9283	0.0
g__Leptotrichia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04702	0.0	0.0	0.03048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07155	0.0	0.08157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3036	0.0	0.00158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Leptotrichiaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02189	0.0	0.0	0.0	0.04003	0.0	0.0	0.0	0.06979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0857	0.0	0.0	0.18718	0.0	0.0	0.0	0.0	0.0	0.01652	0.0	0.02179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06207	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03983	0.0
g__Leucobacter	0.22405	0.16321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04098	0.0	0.0	0.0	0.0	0.0	0.01593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05341	0.0	0.0505	0.0	0.0	0.0	0.0	0.10761	0.17119	0.0	0.0	0.0	0.06291	0.0	0.0	0.0	0.0	0.0	0.0	0.23757	0.0	0.0	0.0	0.0	0.0	0.08773	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04483	0.0
g__Leuconostoc	0.0	0.0	0.0	0.0	0.31483	0.0	0.12844	0.0	0.02397	0.0	0.09287	0.00475	0.22766	0.0	0.0	0.14684	0.03245	0.04014	0.15994	0.346	0.0	0.07192	0.01667	0.03234	0.0	0.27803	1.62741	0.02276	0.0	0.0	0.04201	0.0	0.15035	0.13478	0.0	0.50727	0.0	0.01336	0.0	22.87199	0.12814	0.42911	0.0	0.06744	0.1659	0.0	0.05211	0.0	0.0	0.0	0.48479	0.0	0.33716	0.14702	0.0	0.0	0.34943	0.0	0.3561	0.08244	0.01178	0.13487	0.0	0.06721	0.0	0.63808	0.0	0.0	0.28276	0.55887	0.78168	0.07153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18632	0.0	0.0	0.0	0.0	0.0	0.0	0.05443	0.06989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0421	0.0	0.0	0.0	0.06278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08699	0.0	0.00459	0.0	0.62066	0.0
g__Listeria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
g__Lymphocryptovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0099	15.50096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18855	0.0
g__Lysinibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
