WEE143	16916877	13381307
WEE144	17374450	13312262
WEE145	19142636	4251513
WEE146	20798410	1289527
WEE147	18411769	8710287
WEE148	19033956	11051951
WEE149	19849469	8360532
WEE150	19156077	17209443
WEE151	18833957	8820018
WEE152	18281520	15605421
WEE153	16990815	13530396
WEE154	20708933	4572049
WEE155	19681021	6793513
WEE156	19843477	2374933
WEE157	19187722	4914932
WEE158	19156479	18912710
WEE159	20169540	6226038
WEE160	20243443	8572083
WEE161	20016600	5482774
WEE162	20502450	1225187
WEE163	18839020	11818585
WEE164	17746724	15501017
WEE165	17947002	13904960
WEE166	20507660	4254853
WEE167	17996537	12956422
WEE168	18957717	15020566
WEE169	18202487	4526394
WEE170	17481352	17027315
WEE171	17268573	10465155
WEE172	18008988	8788952
WEE173	18457058	8037128
WEE174	18235334	11421643
WEE175	18855316	11129713
WEE176	18638381	7390677
WEE177	17294852	6700359
WEE178	19328294	11949249
WEE179	17735481	9830429
WEE180	17042090	14516453
WEE181	15781862	1081261
WEE182	16908121	15379495
WEE183	15367693	9477051
WEE184	17163241	2167990
WEE185	16505576	3341224
WEE186	15460093	11936373
WEE187	15887284	3050292
WEE188	16488670	2098666
WEE189	15621212	3718576
WEE190	15692114	15594721
WEE191	16001048	1783944
WEE192	16832700	6822286
WEE193	38548235	10675392
WEE194	41223942	8664390
WEE195	34167334	29117665
WEE196	38849418	32825329
WEE197	39633217	22947026
WEE198	36727655	19368934
WEE199	36125720	17332104
WEE200	37820919	6826999
WEE201	39361063	10184495
WEE202	40360522	24643976
WEE203	36889498	34378090
WEE204	37331197	14911189
WEE205	19377930	15441236
WEE206	20924763	2784620
WEE207	18541711	15343726
WEE208	19059786	4802068
WEE209	19831802	3766385
WEE210	18054671	13284068
WEE211	19197749	15067168
WEE212	19447285	11935104
WEE213	18062323	14067834
WEE214	19417348	19286858
WEE215	19789392	9647651
WEE216	20133496	4071567
WEE217	10480949	2403471
WEE218	9135963	3929178
WEE219	7411818	7368690
WEE220	8901574	5068614
WEE221	9020658	3995706
WEE222	9278714	4102484
WEE223	9189317	1565865
WEE224	13377380	12130105
WEE225	9740620	2137302
WEE226	9736396	3251042
WEE227	9230169	2642705
WEE228	9762064	7105945
WEE229	10201759	9865951
WEE230	9424971	5046620
WEE231	9844508	4949290
WEE232	8758042	4657156
WEE233	7249804	7183637
WEE234	8581005	3689932
WEE235	11219507	2142883
WEE236	9158814	7657800
WEE237	8064628	8048010
WEE238	9100448	4370835
WEE239	9033898	1418390
WEE240	8303786	8244937
WEE241	9672117	6771219
WEE242	7855398	4974488
WEE243	10251832	4881102
WEE244	9563787	2697431
WEE245	8127987	5950893
WEE246	7282910	6840220
WEE247	8283382	4503261
WEE248	8404699	6356008
WEE249	8718687	8682955
WEE250	7688309	6836175
WEE251	7272879	4878834
WEE252	8949581	6608881
WEE253	8845797	6391796
WEE254	9153539	1536478
WEE255	7771406	4704503
WEE256	8289669	4124727
WEE257	8385041	5612934
WEE258	8487196	8417801
WEE259	9205312	1585852
WEE260	9363542	3367747
WEE261	8709369	8572126
WEE262	8453473	7564794
WEE263	8998985	5361469
WEE264	8231226	6335897
WEE265	8952368	2546891
WEE266	7074922	4624995
WEE267	6725971	6561553
WEE268	7643053	3728925
WEE269	8047057	4023530
WEE270	8199767	1638865
WEE271	7986887	624294
WEE272	7708614	5658041
WEE273	8530522	3047406
WEE274	8327134	4374255
WEE275	8158221	466249
WEE276	8678825	1290411
WEE277	8508928	3176110
WEE278	8311822	6729675
WEE279	7422384	7185034
WEE280	8992606	5159671
WEE281	8096670	1426296
WEE282	7676354	7603356
WEE283	8120841	5440239
WEE284	8027310	4624224
WEE285	8659676	2778055
WEE286	8141283	2520618
WEE287	7448338	7416199
WEE288	7364398	4453606
WEE289	10252627	3828417
WEE290	7601663	7567131
WEE291	9001108	4026121
WEE292	9582089	5846704
WEE293	8732636	4592518
WEE294	9156261	439284
WEE295	7631498	6878123
WEE296	9171106	3373563
WEE297	9452691	2012781
WEE298	7174023	7152174
WEE299	8416972	743192
WEE300	6816475	1237469
WEE301	7458985	6001199
WEE302	8422425	3524008
WEE303	8160656	3316755
WEE304	7257473	6379145
WEE305	8808091	4034578
WEE306	9410964	960270
WEE307	8861961	5463366
WEE308	8971374	907794
WEE309	9015119	2000053
WEE310	9011664	1458154
WEE311	8986354	2454571
WEE312	7997268	7174022
WEE313	9746816	7729783
WEE314	10712641	9546613
WEE315	10454051	10405597
WEE316	11310904	7964109
WEE317	12216476	2740384
WEE318	10292749	6990732
WEE319	10643541	10513408
WEE320	10234700	9802645
WEE321	11624716	1669809
WEE322	11903920	1447845
WEE323	11113880	1651848
WEE324	13202219	6796213
WEE325	11077994	2967162
WEE326	12320133	892217
WEE327	10101593	7618719
WEE328	11157115	7334212
WEE329	9675173	4127189
WEE330	11133578	5755845
WEE331	10079577	8682184
WEE332	13219204	12614357
WEE333	13614564	8202700
WEE334	14639165	5653527
WEE335	10027412	9137172
WEE336	9209282	9188999
WEE337	4857198	4852800
WEE338	14631335	11374205
WEE339	14541450	2411236
WEE340	14680236	3314454
WEE341	14208513	9078700
WEE342	13139669	11977057
WEE343	15862581	14340155
WEE344	15684847	1952879
WEE345	14663682	1959864
WEE346	13636207	13140279
WEE347	1361867	241469
WEE348	14111248	12794226
WEE349	15586897	15169972
WEE350	8937235	8738257
WEE351	13162412	13144080
WEE352	10916105	10905682
WEE353	13795785	3787132
WEE354	12961231	9958437
WEE355	7971378	7961913
WEE356	12641536	12623666
WEE357	12851559	9385390
WEE358	12942180	12930322
WEE359	13271886	13214001
WEE360	13346904	3641825
WEE361	12623765	3674222
WEE362	13765900	13754187
WEE363	5678862	1363460
WEE364	12751222	9609764
WEE365	12931344	6373923
WEE366	7195583	4015893
WEE367	12620482	4024880
WEE368	13188579	13177122
WEE369	13783317	13594136
WEE370	1751813	1736109
WEE371	6512147	2916368
WEE372	10569050	7375768
WEE373	13626641	8676241
WEE374	13763349	6815287
WEE375	12991442	10279360
WEE376	13355595	9346936
WEE377	9690309	6784266
WEE378	13424684	10581480
WEE379	10569387	7733445
WEE380	12973487	3525329
WEE381	14051615	7298661
WEE382	13097038	5473683
WEE383	12845901	12777496
WEE384	11661668	10213072
WEE385	13068667	4686280
WEE386	12844071	6566670
WEE387	14931017	8892450
WEE388	9060235	7433007
