Nanopore_ID	Sample_ID	Illumina_Library_ID	Culturing_Sample_ID	Antibiotics
N191_BC10	HMST033_02	WEE274	HMST035_02	CHLOR
N191_BC11	HMST033_02	WEE274	HMST035_02	KAN
N191_BC12	HMST033_02	WEE274	HMST035_02	STREP
N192_BC01	HMST033_02	WEE274	HMST035_02	TET
N224_BC03	HMST033_02	WEE274	HMST035_02	BHI
N157_BC12	HMST036	WEE152	HMST038	STREP
N158_BC01	HMST036	WEE152	HMST038	TET
N215_BC11	HMST036	WEE152	HMST038	BHI
N170_BC11	HMST036_02	WEE055	HMST038_02	STREP
N185_BC06	HMST036_02	WEE055	HMST038_02	AMP
N185_BC07	HMST036_02	WEE055	HMST038_02	CHLOR
N185_BC08	HMST036_02	WEE055	HMST038_02	KAN
N185_BC09	HMST036_02	WEE055	HMST038_02	TET
N228_BC01	HMST036_02	WEE055	HMST038_02	BHI
N100_BC04	HMST039	WEE056	HMST041	AMP
N100_BC05	HMST039	WEE056	HMST041	TET
N106_BC05	HMST039	WEE056	HMST041	STREP
N202_BC11	HMST039	WEE056	HMST041	BHI
N183_BC04	HMST039_02	WEE370	HMST041_02	STREP
N187_BC02	HMST039_02	WEE370	HMST041_02	TET
N198_BC01	HMST039_02	WEE370	HMST041_02	CHLOR
N208_BC01	HMST039_02	WEE370	HMST041_02	AMP
N220_BC04	HMST039_02	WEE370	HMST041_02	KAN
N222_BC11	HMST039_02	WEE370	HMST041_02	BHI
N136_BC12	HMST042	WEE141	HMST044	AMP
N137_BC01	HMST042	WEE141	HMST044	CHLOR
N137_BC02	HMST042	WEE141	HMST044	KAN
N137_BC03	HMST042	WEE141	HMST044	STREP
N150_BC07	HMST042	WEE141	HMST044	TET
N211_BC09	HMST042	WEE141	HMST044	BHI
N180_BC02	HMST042_02	WEE057	HMST044_02	AMP
N180_BC03	HMST042_02	WEE057	HMST044_02	STREP
N186_BC04	HMST042_02	WEE057	HMST044_02	CHLOR
N186_BC05	HMST042_02	WEE057	HMST044_02	KAN
N196_BC08	HMST042_02	WEE057	HMST044_02	TET
N237_BC05	HMST042_02	WEE057	HMST044_02	BHI
N253_barcode01	HMR007	MEE006	7A1	AMP
N253_barcode02	HMR007	MEE006	7K1	KAN
N253_barcode03	HMR007	MEE006	7K2	KAN
N253_barcode04	HMR007	MEE006	7S1	STREP
N253_barcode05	HMR007	MEE006	7T2	TET
N253_barcode06	HMR016	MEE012	16A1	AMP
N253_barcode07	HMR016	MEE012	16A2	AMP
N253_barcode08	HMR016	MEE012	16C1	CHLOR
N253_barcode09	HMR016	MEE012	16C2	CHLOR
N253_barcode10	HMR016	MEE012	16K1	KAN
N253_barcode11	HMR016	MEE012	16K2	KAN
N253_barcode12	HMR016	MEE012	16T1	TET
N253_barcode13	HMR016	MEE012	16T2	TET
N253_barcode14	HMR017	MEE013	17C1	CHLOR
N253_barcode15	HMR017	MEE013	17K1	KAN
N253_barcode16	HMR017	MEE013	17S1	STREP
N253_barcode17	HMR020	MEE016	20A2	AMP
N253_barcode18	HMR020	MEE016	20K1	KAN
N253_barcode19	HMR020	MEE016	20T1	TET
N253_barcode20	HMR034	MEE029	34A2	AMP
N253_barcode21	HMR034	MEE029	34K1	KAN
N253_barcode22	HMR034	MEE029	34S1	STREP
N253_barcode23	HMR034	MEE029	34T1	TET
N253_barcode24	HMR034	MEE029	34T2	TET
N255_barcode01	HMR043	MEE038	43T2	TET
N255_barcode02	HMR044	MEE039	44K1	KAN
N255_barcode03	HMR044	MEE039	44K2	KAN
N255_barcode04	HMR044	MEE039	44T1	TET
N255_barcode05	HMR044	MEE039	44T2	TET
N255_barcode06	HMR049	MEE044	49A1	AMP
N255_barcode07	HMR049	MEE044	49A2	AMP
N255_barcode08	HMR049	MEE044	49K1	KAN
N255_barcode09	HMR049	MEE044	49S1	STREP
N255_barcode10	HMR049	MEE044	49S2	STREP
N255_barcode11	HMR049	MEE044	49T2	TET
N255_barcode12	HMR050	MEE045	50K1	KAN
N255_barcode13	HMR050	MEE045	50K2	KAN
N255_barcode14	HMR059	MEE054	59T1	TET
N255_barcode15	HMR059	MEE054	59T2	TET
N255_barcode16	HMR062	MEE057	62K1	KAN
N255_barcode17	HMR062	MEE057	62K2	KAN
N255_barcode18	HMR062	MEE057	62T1	TET
N255_barcode19	HMR062	MEE057	62T2	TET
N255_barcode20	HMR066	MEE061	66A1	AMP
N255_barcode21	HMR066	MEE061	66A2	AMP
N255_barcode22	HMR066	MEE061	66C1	CHLOR
N255_barcode23	HMR066	MEE061	66C2	CHLOR
N255_barcode24	HMR066	MEE061	66S1	STREP
